Consolidated List of Names subject to the Regulations Establishing a List of Entities made under subsection 83.05(1) of the Criminal Code or the Regulations Implementing the United Nations Resolutions 			
on the Suppression of Terrorism or the United Nations Al-Qaida and Taliban Regulations			
PART B – ENTITIES (other than individuals) (download version)1			
"(Names added to the list in October, 2009 are in bold)."			
ID #2	Entity	Address/Other Information	Basis3 (UNSC = United Nations Security Council; RIUNRST = Regulations Implementing the United Nations Resolutions on the Suppression of Terrorism; CC = Criminal Code)
165.00	Al-Akhtar Trust International	"ST-1/A, Gulsahn-e-Iqbal, Block 2, Karachi, 25300, Pakistan; Gulistan-e-Jauhar, Block 12, Karachi, Pakistan; Other information: Regional offices in Pakistan: Bahawalpur, Bawalnagar, Gilgit, Islamabad, Mirpur Khas, Tando-Jan-Muhammad. Akhtarabad Medical Camp is in Spin Boldak, Afghanistan."	"UNSC (August 17, 2005); UNSC (December 10, 2008)"
165.01	Al Akhtar Trust	"ST-1/A, Gulsahn-e-Iqbal, Block 2, Karachi, 25300, Pakistan; Gulistan-e-Jauhar, Block 12, Karachi, Pakistan; Other information: Regional offices in Pakistan: Bahawalpur, Bawalnagar, Gilgit, Islamabad, Mirpur Khas, Tando-Jan-Muhammad. Akhtarabad Medical Camp is in Spin Boldak, Afghanistan."	"UNSC (August 17, 2005); UNSC (December 10, 2008)"
165.02	Al-Akhtar Medical Centre	"ST-1/A, Gulsahn-e-Iqbal, Block 2, Karachi, 25300, Pakistan; Gulistan-e-Jauhar, Block 12, Karachi, Pakistan; Other information: Regional offices in Pakistan: Bahawalpur, Bawalnagar, Gilgit, Islamabad, Mirpur Khas, Tando-Jan-Muhammad. Akhtarabad Medical Camp is in Spin Boldak, Afghanistan."	"UNSC (August 17, 2005); UNSC (December 10, 2008)"
165.03	Akhtarabad Medical Camp	"ST-1/A, Gulsahn-e-Iqbal, Block 2, Karachi, 25300, Pakistan; Gulistan-e-Jauhar, Block 12, Karachi, Pakistan; Other information: Regional offices in Pakistan: Bahawalpur, Bawalnagar, Gilgit, Islamabad, Mirpur Khas, Tando-Jan-Muhammad. Akhtarabad Medical Camp is in Spin Boldak, Afghanistan."	"UNSC (August 17, 2005); UNSC (December 10, 2008)"
165.04	Pakistan Relief Foundation	"ST-1/A, Gulsahn-e-Iqbal, Block 2, Karachi, 25300, Pakistan; Gulistan-e-Jauhar, Block 12, Karachi, Pakistan; Other information: Regional offices in Pakistan: Bahawalpur, Bawalnagar, Gilgit, Islamabad, Mirpur Khas, Tando-Jan-Muhammad. Akhtarabad Medical Camp is in Spin Boldak, Afghanistan."	"UNSC (August 17, 2005); UNSC (December 10, 2008)"
165.05	Pakistani Relief Foundation	"ST-1/A, Gulsahn-e-Iqbal, Block 2, Karachi, 25300, Pakistan; Gulistan-e-Jauhar, Block 12, Karachi, Pakistan; Other information: Regional offices in Pakistan: Bahawalpur, Bawalnagar, Gilgit, Islamabad, Mirpur Khas, Tando-Jan-Muhammad. Akhtarabad Medical Camp is in Spin Boldak, Afghanistan."	"UNSC (August 17, 2005); UNSC (December 10, 2008)"
165.06	Azmat-e-Pakistan Trust	"ST-1/A, Gulsahn-e-Iqbal, Block 2, Karachi, 25300, Pakistan; Gulistan-e-Jauhar, Block 12, Karachi, Pakistan; Other information: Regional offices in Pakistan: Bahawalpur, Bawalnagar, Gilgit, Islamabad, Mirpur Khas, Tando-Jan-Muhammad. Akhtarabad Medical Camp is in Spin Boldak, Afghanistan."	"UNSC (August 17, 2005); UNSC (December 10, 2008)"
165.07	Azmat Pakistan Trust 	"ST-1/A, Gulsahn-e-Iqbal, Block 2, Karachi, 25300, Pakistan; Gulistan-e-Jauhar, Block 12, Karachi, Pakistan; Other information: Regional offices in Pakistan: Bahawalpur, Bawalnagar, Gilgit, Islamabad, Mirpur Khas, Tando-Jan-Muhammad. Akhtarabad Medical Camp is in Spin Boldak, Afghanistan."	"UNSC (August 17, 2005); UNSC (December 10, 2008)"
166.00	Elehssan Society		"RIUNRST (October 4, 2005); RIUNRST (June 23, 2006)"
167.00	Meadowbrook Investments Limited	"44 Upper Belgrave Road, Clifton, Bristol, BS8 2XN, United Kingdom; Other information: Registration number: 05059698"	"UNSC (February 7, 2006)"
168.00	Ozlam Properties Limited	"88 Smithdown Road, Liverpool, L7 4JQ, United Kingdom; Other information: Registration number: 05258730"	"UNSC (February 7, 2006)"
169.00	Sanabel Relief Agency Limited	"63 South Road, Sparkbrook, Birmingham B 111 EX, United Kingdom; 1011 Stockport Road, Levenshulme, Manchester M9 2TB, United Kingdom; P.O. Box 50, Manchester M19 25P, United Kingdom; 98 Gresham Road, Middlesbrough, United Kingdom; 54 Anson Road, London, NW2 6AD, United Kingdom; Other information: Website: http://www.sanabel.org.uk; E-mail: info@sanabel.org.uk; Charity number: 1083469; Registration number: 3713110"	"UNSC (February 7, 2006)"
169.01	Sanabel Relief Agency	"63 South Road, Sparkbrook, Birmingham B 111 EX, United Kingdom; 1011 Stockport Road, Levenshulme, Manchester M9 2TB, United Kingdom; P.O. Box 50, Manchester M19 25P, United Kingdom; 98 Gresham Road, Middlesbrough, United Kingdom; 54 Anson Road, London, NW2 6AD, United Kingdom; Other information: Website: http://www.sanabel.org.uk; E-mail: info@sanabel.org.uk; Charity number: 1083469; Registration number: 3713110"	"UNSC (February 7, 2006)"
169.02	Sanabel L'il-Igatha	"63 South Road, Sparkbrook, Birmingham B 111 EX, United Kingdom; 1011 Stockport Road, Levenshulme, Manchester M9 2TB, United Kingdom; P.O. Box 50, Manchester M19 25P, United Kingdom; 98 Gresham Road, Middlesbrough, United Kingdom; 54 Anson Road, London, NW2 6AD, United Kingdom; Other information: Website: http://www.sanabel.org.uk; E-mail: info@sanabel.org.uk; Charity number: 1083469; Registration number: 3713110"	"UNSC (February 7, 2006)"
169.03	SRA	"63 South Road, Sparkbrook, Birmingham B 111 EX, United Kingdom; 1011 Stockport Road, Levenshulme, Manchester M9 2TB, United Kingdom; P.O. Box 50, Manchester M19 25P, United Kingdom; 98 Gresham Road, Middlesbrough, United Kingdom; 54 Anson Road, London, NW2 6AD, United Kingdom; Other information: Website: http://www.sanabel.org.uk; E-mail: info@sanabel.org.uk; Charity number: 1083469; Registration number: 3713110"	"UNSC (February 7, 2006)"
169.04	Sara	"63 South Road, Sparkbrook, Birmingham B 111 EX, United Kingdom; 1011 Stockport Road, Levenshulme, Manchester M9 2TB, United Kingdom; P.O. Box 50, Manchester M19 25P, United Kingdom; 98 Gresham Road, Middlesbrough, United Kingdom; 54 Anson Road, London, NW2 6AD, United Kingdom; Other information: Website: http://www.sanabel.org.uk; E-mail: info@sanabel.org.uk; Charity number: 1083469; Registration number: 3713110"	"UNSC (February 7, 2006)"
169.05	Al-Rahama Relief Foundation Limited	"63 South Road, Sparkbrook, Birmingham B 111 EX, United Kingdom; 1011 Stockport Road, Levenshulme, Manchester M9 2TB, United Kingdom; P.O. Box 50, Manchester M19 25P, United Kingdom; 98 Gresham Road, Middlesbrough, United Kingdom; 54 Anson Road, London, NW2 6AD, United Kingdom; Other information: Website: http://www.sanabel.org.uk; E-mail: info@sanabel.org.uk; Charity number: 1083469; Registration number: 3713110"	"UNSC (February 7, 2006)"
170.00	Sara Properties Limited	"104 Smithdown Road, Liverpool, Merseyside L7 4JQ, United Kingdom; 2a Hartington Road, Liverpool L8 OSG, United Kingdom; Other information: Website: http://www.saraproperties.co.uk; Registration number: 4636613"	"UNSC (February 7, 2006)"
170.01	Sara Properties	"104 Smithdown Road, Liverpool, Merseyside L7 4JQ, United Kingdom; 2a Hartington Road, Liverpool L8 OSG, United Kingdom; Other information: Website: http://www.saraproperties.co.uk; Registration number: 4636613"	"UNSC (February 7, 2006)"
171.00	"International Islamic Relief Organization, Philippines, Branch Offices"	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.01	International Islamic Relief Agency	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.02	International  Relief Organization	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.03	Islamic Relief Organization	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.04	Islamic World Relief	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.05	International Islamic Aid Organization	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.06	Islamic Salvation Committee	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.07	The Human Relief Committee of the Muslim World League	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.08	World Islamic Relief Organization	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.09	Al Igatha Al-Islamiya	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.10	Hayat al-Aghatha al-Islamia al-Alamiya	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.11	Hayat al-Igatha	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.12	Hayat Al-'Igatha	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.13	Ighatha	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.14	Igatha	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.15	Igassa	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.16	Igasa	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.17	Igase	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.18	Egassa	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
171.19	IIRO	"International Islamic Relief Organization, Philippines Office, 201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City, Manila, Philippines; Zamboanga City, Philippines; Tawi Tawi, Philippines; Marawi City, Philippines; Basilan, Philippines; Cotabato City, Philippines"	"UNSC (August 4, 2006)"
172.00	"Gulbuddin Hekmatyar’s Faction of the Hezb-e Islami, the Hezb-e Islami Gulbuddin (HIG)"		"CC (October 23, 2006)"
172.01	"Faction de Gulbuddin Hekmatyar du Hezb-e-Islami, Le Hezb-e-Islami Gulbuddin (HIG)"		"CC (October 23, 2006)"
173.00	"International Islamic Relief Organization, Indonesia, Branch Office"	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.01	International Islamic Relief Agency	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.02	International Relief Organization	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.03	Islamic Relief Organization	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.04	Islamic World Relief	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.05	International Islamic Aid Organization	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.06	Islamic Salvation Committee	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.07	The Human Relief Committee of the Muslim World League	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.08	World Islamic Relief Organization	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.09	Al Igatha Al-Islamiya	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.10	Hayat al-Aghatha al-Islamia al-Alamiya	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.11	Hayat al-Igatha	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.12	Hayat Al-'Igatha	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.13	Ighatha	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.14	Igatha	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.15	Igassa	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.16	Igasa	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.17	Igase	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.18	Egassa	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
173.19	IIRO	"International Islamic Relief Organization, Indonesia Office; Jalan Raya Cipinang Jaya No. 90, East Jakarta, 13410, Indonesia; P.O. Box 3654, Jakarta 54021, Indonesia"	"UNSC (November 9, 2006)"
174.00	Benevolence International Fund	"(Last known address) 2465 Cawthra Rd., Suite 203, Mississauga, Ontario, L5A 3P2 Canada; (Last known address) P.O. Box 1508, Station B, Mississauga, Ontario, L4Y 4G2 Canada; (Last known address) P.O. Box 40015, 75 King Street South, Waterloo, Ontario, N2J 4V1 Canada; (Last known address) 92 King Street, 201, Waterloo, Ontario, N2J 1P5 Canada"	"UNSC (November 21, 2002)"
174.01	Benevolent International Fund	"(Last known address) 2465 Cawthra Rd., Suite 203, Mississauga, Ontario, L5A 3P2 Canada; (Last known address) P.O. Box 1508, Station B, Mississauga, Ontario, L4Y 4G2 Canada; (Last known address) P.O. Box 40015, 75 King Street South, Waterloo, Ontario, N2J 4V1 Canada; (Last known address) 92 King Street, 201, Waterloo, Ontario, N2J 1P5 Canada"	"UNSC (November 21, 2002)"
175.00	Bosanska Idealna Futura	"16 Hakije Mazica Street, 72000 Zenica, Bosnia and Herzegovina; Sehidska Street, Breza, Bosnia and Herzegovina; 1 Kanal Street, 72000 Zenica, Bosnia and Herzegovina; 35 Hamze Celenke Street, Ilidza, Zenica, Bosnia and Herzegovina; 12 Salke Lagumdzije Street, 71000 Sarajevo, Bosnia and Herzegovina; Other information: Bosanska Idealna Futura was officially registered in Bosnia and Herzegovina as an association and humanitarian organization under registry number 59. It was the legal successor of the Bosnia and Herzegovina offices of Benevolence International Foundation (listed under permanent reference number QE.B.93.02.), doing business as BECF Charitable Educational Center, Benevolence Educational Center. Bosanska Idealna Futura was no longer in existence as at Dec. 2008."	"UNSC (November 21, 2002); UNSC (March 24, 2009)"
175.01	BIF-Bosnia	"12 Salke Lagumdzije Street, 71000 Sarajevo, Bosnia and Herzegovina; 16 Hakije Mazica Street, 72000 Zenica, Bosnia and Herzegovina; Sehidska Street, Breza, Bosnia and Herzegovina; 1 Kanal Street, 72000 Zenica, Bosnia and Herzegovina; 35 Hamze Celenke Street, Ilidza, Zenica, Bosnia and Herzegovina. Other information: Bosanska Idealna Futura was officially registered in Bosnia and Herzegovina as an association and humanitarian organization under registry number 59. It was the legal successor of the Bosnia and Herzegovina offices of Benevolence International Foundation (listed under permanent reference number QE.B.93.02.), doing business as BECF Charitable Educational Center, Benevolence Educational Center. Bosanska Idealna Futura was no longer in existence as at Dec. 2008."	"UNSC (November 21, 2002); UNSC (March 24, 2009)"
175.02	Bosnian Ideal Future	"12 Salke Lagumdzije Street, 71000 Sarajevo, Bosnia and Herzegovina; 16 Hakije Mazica Street, 72000 Zenica, Bosnia and Herzegovina; Sehidska Street, Breza, Bosnia and Herzegovina; 1 Kanal Street, 72000 Zenica, Bosnia and Herzegovina; 35 Hamze Celenke Street, Ilidza, Zenica, Bosnia and Herzegovina. Other information: Bosanska Idealna Futura was officially registered in Bosnia and Herzegovina as an association and humanitarian organization under registry number 59. It was the legal successor of the Bosnia and Herzegovina offices of Benevolence International Foundation (listed under permanent reference number QE.B.93.02.), doing business as BECF Charitable Educational Center, Benevolence Educational Center. Bosanska Idealna Futura was no longer in existence as at Dec. 2008."	"UNSC (November 21, 2002); UNSC (March 24, 2009)"
177.00	Rajah Solaiman Movement	"Barangay Mal-Ong, Anda, Pangasinan Province, Philippines; Sitio Dueg, Barangay Maasin, San Clemente, Tarlac Province, Philippines; Number 50, Purdue Street, Cubao, Quezon City, Philippines; Had its office at the Fi-Sabilillah Da’awa and Media Foundation Incorporated at number 50, Purdue Street, Cubao, Quezon City, which is also the residence of the entity’s founder, Hilarion Del Rosario Santos III (listed under permanent reference number QI.S.244.08.). Associated with the Abu Sayyaf Group (listed under permanent reference number QE.A.1.01.) and Jemaah Islamiyah (listed under permanent reference number QE.J.92.02.) including explosives training and other support for terrorist attacks in the Philippines in 2004 and 2005. Received funding from the International Islamic Relief Organization, Philippines, branch offices (listed under permanent reference number QE.I.126.06.) through Khadafi Abubakar Janjalani (listed under permanent reference number QI.J.180.04.)."	"UNSC (June 4, 2008)"
177.01	Rajah Solaiman Islamic Movement	"Barangay Mal-Ong, Anda, Pangasinan Province, Philippines; Sitio Dueg, Barangay Maasin, San Clemente, Tarlac Province, Philippines; Number 50, Purdue Street, Cubao, Quezon City, Philippines; Had its office at the Fi-Sabilillah Da’awa and Media Foundation Incorporated at number 50, Purdue Street, Cubao, Quezon City, which is also the residence of the entity’s founder, Hilarion Del Rosario Santos III (listed under permanent reference number QI.S.244.08.). Associated with the Abu Sayyaf Group (listed under permanent reference number QE.A.1.01.) and Jemaah Islamiyah (listed under permanent reference number QE.J.92.02.) including explosives training and other support for terrorist attacks in the Philippines in 2004 and 2005. Received funding from the International Islamic Relief Organization, Philippines, branch offices (listed under permanent reference number QE.I.126.06.) through Khadafi Abubakar Janjalani (listed under permanent reference number QI.J.180.04.)."	"UNSC (June 4, 2008)"
177.02	Rajah Solaiman Revolutionary Movement	"Barangay Mal-Ong, Anda, Pangasinan Province, Philippines; Sitio Dueg, Barangay Maasin, San Clemente, Tarlac Province, Philippines; Number 50, Purdue Street, Cubao, Quezon City, Philippines; Had its office at the Fi-Sabilillah Da’awa and Media Foundation Incorporated at number 50, Purdue Street, Cubao, Quezon City, which is also the residence of the entity’s founder, Hilarion Del Rosario Santos III (listed under permanent reference number QI.S.244.08.). Associated with the Abu Sayyaf Group (listed under permanent reference number QE.A.1.01.) and Jemaah Islamiyah (listed under permanent reference number QE.J.92.02.) including explosives training and other support for terrorist attacks in the Philippines in 2004 and 2005. Received funding from the International Islamic Relief Organization, Philippines, branch offices (listed under permanent reference number QE.I.126.06.) through Khadafi Abubakar Janjalani (listed under permanent reference number QI.J.180.04.)."	"UNSC (June 4, 2008)"
178.00	World Tamil Movement (WTM)		"CC (June 13, 2008)"
178.01	Association mondiale tamoule (AMT)		"CC (June 13, 2008)"
179.00	Makhtab Al-Khidamat	"MAK, Al Kifah"	"UNSC (October 6, 2001), UNSC (March 5, 2009)"
			
			
"1 This consolidated list has a number of features designed to accomodate requests by financial insitutions.  As a result, it is longer because is lists each aka and related identifying information as a separate record.  "			
"  This list is also available in a .txt format.  A shorter ""Printable"" version of this list is available under the Terrirism Financing section of our Web site at http://www.osfi-bsif.gc.ca/osfi/index_e.aspx?ArticleID=524"			
			
"2 The ID number reflects each entity.  Each entity, as well as any alternate name for that entity, has been assigned a unique ID number."			
			
3 The Basis includes dates when the name or related indentifying information was added or revised through the relevant regulations.			
			
"DISCLAIMER: This list has been prepared for convenience of reference only and has no legislative sanction. For all purposes of interpreting and applying the law, "			
"users should consult the Acts as passed by Parliament, which are published in the ""Assented to"" Acts service, Part III of the 'Canada Gazette and the annual "
"Statutes of Canada, and the regulations, as registered by the Clerk of the Privy Council and published in Part II of the Canada Gazette, available in most public libraries. "
Links to the United Nations Act and its regulations are available on the internet at www.dfait-maeci.gc.ca/trade/sanctions-e.asp










































































































































































































































































































































































































































